visit_id,visited_at,time_slot,booth,category,grade,spent_won,wait_min,satisfaction
V049628,2026-09-18 13:31:00,13:00,떡볶이 가게,음식,1,3000,14,4.1
V049629,2026-09-18 16:37:00,16:00,캘리그라피 체험,체험,1,0,3,4.5
V049630,2026-09-18 11:23:00,11:00,떡볶이 가게,음식,2,3000,10,4.9
V049631,2026-09-18 12:47:00,12:00,캘리그라피 체험,체험,1,0,7,4.4
V049632,2026-09-18 13:12:00,13:00,사진 부스,체험,2,0,8,4.9
V049633,2026-09-18 16:18:00,16:00,캘리그라피 체험,체험,3,0,0,5.0
V049634,2026-09-18 12:47:00,12:00,사진 부스,체험,2,0,9,4.6
V049635,2026-09-18 12:36:00,12:00,방탈출 게임,게임,3,1000,12,4.5
V049636,2026-09-18 14:38:00,14:00,슬러시 카페,음식,1,2000,3,5.0
V049637,2026-09-18 14:15:00,14:00,떡볶이 가게,음식,1,3000,9,5.0
V049638,2026-09-18 14:49:00,14:00,캘리그라피 체험,체험,1,1500,0,5.0
V049639,2026-09-18 11:32:00,11:00,떡볶이 가게,음식,3,3000,4,5.0
V049640,2026-09-18 10:15:00,10:00,방탈출 게임,게임,1,1000,11,4.4
V049641,2026-09-18 13:44:00,13:00,사진 부스,체험,2,0,9,4.6
V049642,2026-09-18 12:28:00,12:00,떡볶이 가게,음식,1,3000,8,4.3
V049643,2026-09-18 15:57:00,15:00,슬러시 카페,음식,2,2000,7,4.5
V049644,2026-09-18 12:51:00,12:00,슬러시 카페,음식,1,2000,5,4.3
V049645,2026-09-18 13:41:00,13:00,캘리그라피 체험,체험,2,1500,4,4.7
V049646,2026-09-18 14:17:00,14:00,방탈출 게임,게임,3,0,15,4.4
V049647,2026-09-18 15:38:00,15:00,슬러시 카페,음식,2,0,6,4.6
V049648,2026-09-18 14:16:00,14:00,사진 부스,체험,3,0,4,4.9
V049649,2026-09-18 13:25:00,13:00,떡볶이 가게,음식,1,3000,15,4.5
V049650,2026-09-18 12:37:00,12:00,떡볶이 가게,음식,1,3000,11,4.5
V049651,2026-09-18 11:39:00,11:00,떡볶이 가게,음식,3,0,7,4.9
V049652,2026-09-18 14:11:00,14:00,떡볶이 가게,음식,3,3000,6,4.6
V049653,2026-09-18 11:19:00,11:00,사진 부스,체험,2,2000,3,4.6
V049654,2026-09-18 12:42:00,12:00,사진 부스,체험,2,2000,9,4.9
V049655,2026-09-18 13:01:00,13:00,사진 부스,체험,1,2000,8,4.2
V049656,2026-09-18 15:29:00,15:00,다트 챌린지,게임,3,1000,9,4.4
V049657,2026-09-18 12:34:00,12:00,슬러시 카페,음식,1,2000,11,3.8
V049658,2026-09-18 14:26:00,14:00,캘리그라피 체험,체험,3,1500,3,4.7
V049659,2026-09-18 13:33:00,13:00,사진 부스,체험,2,2000,7,4.2
V049660,2026-09-18 14:04:00,14:00,다트 챌린지,게임,3,1000,9,4.4
V049661,2026-09-18 13:17:00,13:00,슬러시 카페,음식,1,2000,9,3.9
V049662,2026-09-18 16:09:00,16:00,슬러시 카페,음식,3,2000,9,4.7
V049663,2026-09-18 13:48:00,13:00,다트 챌린지,게임,3,0,9,5.0
V049664,2026-09-18 13:35:00,13:00,사진 부스,체험,1,0,12,4.5
V049665,2026-09-18 11:55:00,11:00,떡볶이 가게,음식,3,3000,10,4.6
V049666,2026-09-18 15:14:00,15:00,떡볶이 가게,음식,2,0,10,4.1
V049667,2026-09-18 13:52:00,13:00,슬러시 카페,음식,1,0,0,4.8
V049668,2026-09-18 12:54:00,12:00,방탈출 게임,게임,1,1000,16,4.2
V049669,2026-09-18 10:28:00,10:00,슬러시 카페,음식,2,0,2,4.7
V049670,2026-09-18 14:49:00,14:00,사진 부스,체험,1,2000,10,3.9
V049671,2026-09-18 10:17:00,10:00,슬러시 카페,음식,1,2000,1,4.8
V049672,2026-09-18 16:18:00,16:00,슬러시 카페,음식,1,2000,5,4.5
V049673,2026-09-18 15:18:00,15:00,슬러시 카페,음식,1,2000,1,5.0
V049674,2026-09-18 15:55:00,15:00,다트 챌린지,게임,2,0,4,4.7
V049675,2026-09-18 14:17:00,14:00,사진 부스,체험,2,0,5,4.0
V049676,2026-09-18 12:10:00,12:00,떡볶이 가게,음식,3,3000,10,4.3
V049677,2026-09-18 11:20:00,11:00,떡볶이 가게,음식,1,3000,4,4.7
V049678,2026-09-18 11:33:00,11:00,떡볶이 가게,음식,1,3000,6,4.8
V049679,2026-09-18 13:28:00,13:00,캘리그라피 체험,체험,3,1500,4,4.5
V049680,2026-09-18 11:35:00,11:00,떡볶이 가게,음식,3,3000,5,4.1
V049681,2026-09-18 12:19:00,12:00,방탈출 게임,게임,3,1000,12,4.5
V049682,2026-09-18 13:42:00,13:00,다트 챌린지,게임,2,1000,2,4.7
V049683,2026-09-18 15:19:00,15:00,슬러시 카페,음식,1,2000,2,5.0
V049684,2026-09-18 13:24:00,13:00,슬러시 카페,음식,3,2000,7,4.6
V049685,2026-09-18 13:29:00,13:00,떡볶이 가게,음식,2,0,5,5.0
V049686,2026-09-18 11:43:00,11:00,떡볶이 가게,음식,2,3000,2,4.4
V049687,2026-09-18 14:29:00,14:00,다트 챌린지,게임,3,0,7,4.3
V049688,2026-09-18 14:51:00,14:00,슬러시 카페,음식,3,2000,6,4.2
V049689,2026-09-18 12:20:00,12:00,슬러시 카페,음식,3,2000,6,4.2
V049690,2026-09-18 13:13:00,13:00,캘리그라피 체험,체험,1,1500,4,5.0
V049691,2026-09-18 12:25:00,12:00,떡볶이 가게,음식,3,3000,10,4.3
V049692,2026-09-18 14:02:00,14:00,방탈출 게임,게임,1,1000,18,4.5
V049693,2026-09-18 12:57:00,12:00,떡볶이 가게,음식,1,3000,10,4.6
V049694,2026-09-18 12:41:00,12:00,슬러시 카페,음식,3,2000,7,4.7
V049695,2026-09-18 16:20:00,16:00,사진 부스,체험,2,0,2,5.0
V049696,2026-09-18 12:25:00,12:00,사진 부스,체험,1,2000,8,4.7
V049697,2026-09-18 13:57:00,13:00,떡볶이 가게,음식,3,3000,12,4.4
V049698,2026-09-18 15:33:00,15:00,캘리그라피 체험,체험,2,1500,4,5.0
V049699,2026-09-18 15:28:00,15:00,슬러시 카페,음식,1,2000,3,5.0
V049700,2026-09-18 15:55:00,15:00,슬러시 카페,음식,3,2000,3,4.1
V049701,2026-09-18 12:43:00,12:00,슬러시 카페,음식,1,2000,6,4.9
V049702,2026-09-18 10:02:00,10:00,슬러시 카페,음식,1,2000,1,5.0
V049703,2026-09-18 10:21:00,10:00,떡볶이 가게,음식,1,3000,6,4.8
V049704,2026-09-18 11:17:00,11:00,캘리그라피 체험,체험,2,1500,2,5.0
V049705,2026-09-18 12:43:00,12:00,사진 부스,체험,2,2000,11,4.4
V049706,2026-09-18 11:34:00,11:00,방탈출 게임,게임,1,1000,11,4.2
V049707,2026-09-18 16:14:00,16:00,캘리그라피 체험,체험,2,1500,4,4.3
V049708,2026-09-18 16:50:00,16:00,방탈출 게임,게임,3,0,9,4.4
V049709,2026-09-18 12:03:00,12:00,방탈출 게임,게임,2,1000,16,4.1
V049710,2026-09-18 14:41:00,14:00,방탈출 게임,게임,2,0,18,4.1
V049711,2026-09-18 14:43:00,14:00,떡볶이 가게,음식,3,3000,6,4.4
V049712,2026-09-18 14:25:00,14:00,떡볶이 가게,음식,1,3000,10,4.6
V049713,2026-09-18 13:30:00,13:00,슬러시 카페,음식,3,2000,6,4.5
V049714,2026-09-18 13:52:00,13:00,슬러시 카페,음식,1,2000,7,4.8
V049715,2026-09-18 13:52:00,13:00,방탈출 게임,게임,3,0,18,4.2
V049716,2026-09-18 15:33:00,15:00,다트 챌린지,게임,3,1000,4,4.2
V049717,2026-09-18 10:50:00,10:00,슬러시 카페,음식,2,2000,1,5.0
V049718,2026-09-18 10:08:00,10:00,방탈출 게임,게임,3,1000,6,4.4
V049719,2026-09-18 11:46:00,11:00,떡볶이 가게,음식,2,0,9,4.0
V049720,2026-09-18 14:36:00,14:00,떡볶이 가게,음식,1,3000,15,4.2
V049721,2026-09-18 13:30:00,13:00,떡볶이 가게,음식,1,3000,18,3.9
V049722,2026-09-18 14:25:00,14:00,캘리그라피 체험,체험,1,1500,5,4.7
V049723,2026-09-18 12:05:00,12:00,슬러시 카페,음식,2,0,7,4.6
V049724,2026-09-18 12:28:00,12:00,사진 부스,체험,3,2000,6,4.6
V049725,2026-09-18 12:50:00,12:00,떡볶이 가게,음식,3,3000,7,4.3
V049726,2026-09-18 15:28:00,15:00,떡볶이 가게,음식,3,3000,8,4.1
V049727,2026-09-18 12:11:00,12:00,떡볶이 가게,음식,1,3000,7,4.3
V049728,2026-09-18 14:40:00,14:00,떡볶이 가게,음식,2,3000,11,4.1
V049729,2026-09-18 11:00:00,11:00,슬러시 카페,음식,1,2000,2,4.6
V049730,2026-09-18 13:25:00,13:00,캘리그라피 체험,체험,2,1500,5,4.7
V049731,2026-09-18 14:34:00,14:00,다트 챌린지,게임,3,0,4,5.0
V049732,2026-09-18 14:17:00,14:00,방탈출 게임,게임,3,1000,19,3.8
V049733,2026-09-18 14:57:00,14:00,다트 챌린지,게임,1,1000,8,4.9
V049734,2026-09-18 12:13:00,12:00,떡볶이 가게,음식,3,3000,8,4.7
V049735,2026-09-18 16:03:00,16:00,슬러시 카페,음식,3,2000,4,4.5
V049736,2026-09-18 13:43:00,13:00,떡볶이 가게,음식,1,3000,15,4.9
V049737,2026-09-18 10:56:00,10:00,떡볶이 가게,음식,3,3000,4,4.6
V049738,2026-09-18 11:16:00,11:00,방탈출 게임,게임,2,0,11,4.1
V049739,2026-09-18 14:50:00,14:00,떡볶이 가게,음식,3,3000,6,4.2
V049740,2026-09-18 14:58:00,14:00,슬러시 카페,음식,1,2000,2,5.0
V049741,2026-09-18 14:50:00,14:00,떡볶이 가게,음식,3,3000,8,4.5
V049742,2026-09-18 10:41:00,10:00,떡볶이 가게,음식,2,3000,5,4.4
V049743,2026-09-18 16:19:00,16:00,캘리그라피 체험,체험,1,1500,2,4.4
V049744,2026-09-18 11:22:00,11:00,사진 부스,체험,2,2000,3,4.7
V049745,2026-09-18 16:53:00,16:00,슬러시 카페,음식,1,2000,0,5.0
V049746,2026-09-18 12:46:00,12:00,방탈출 게임,게임,3,1000,15,4.3
V049747,2026-09-18 16:14:00,16:00,다트 챌린지,게임,1,0,3,4.7
V049748,2026-09-18 15:03:00,15:00,떡볶이 가게,음식,3,0,11,4.1
V049749,2026-09-18 13:19:00,13:00,캘리그라피 체험,체험,2,1500,6,3.9
V049750,2026-09-18 11:35:00,11:00,슬러시 카페,음식,1,2000,3,5.0
V049751,2026-09-18 11:58:00,11:00,사진 부스,체험,1,2000,9,4.4
V049752,2026-09-18 16:25:00,16:00,떡볶이 가게,음식,3,3000,4,4.8
V049753,2026-09-18 12:29:00,12:00,슬러시 카페,음식,1,0,8,4.6
V049754,2026-09-18 13:49:00,13:00,슬러시 카페,음식,3,2000,7,4.4
V049755,2026-09-18 12:53:00,12:00,다트 챌린지,게임,2,1000,5,4.3
V049756,2026-09-18 12:25:00,12:00,사진 부스,체험,2,2000,10,4.5
V049757,2026-09-18 11:57:00,11:00,사진 부스,체험,3,0,4,5.0
V049758,2026-09-18 13:43:00,13:00,다트 챌린지,게임,2,0,0,4.8
V049759,2026-09-18 13:05:00,13:00,슬러시 카페,음식,3,2000,7,4.6
V049760,2026-09-18 13:34:00,13:00,방탈출 게임,게임,2,1000,17,4.4
V049761,2026-09-18 13:34:00,13:00,사진 부스,체험,1,0,11,4.2
V049762,2026-09-18 13:49:00,13:00,다트 챌린지,게임,3,0,7,4.4
V049763,2026-09-18 11:56:00,11:00,다트 챌린지,게임,2,1000,6,4.6
V049764,2026-09-18 14:35:00,14:00,사진 부스,체험,2,2000,5,4.8
V049765,2026-09-18 11:40:00,11:00,슬러시 카페,음식,1,2000,5,4.9
V049766,2026-09-18 15:20:00,15:00,슬러시 카페,음식,1,2000,6,4.4
V049767,2026-09-18 13:29:00,13:00,떡볶이 가게,음식,2,3000,10,4.6
V049768,2026-09-18 14:00:00,14:00,떡볶이 가게,음식,1,3000,10,4.3
V049769,2026-09-18 13:22:00,13:00,떡볶이 가게,음식,3,0,13,4.6
V049770,2026-09-18 14:32:00,14:00,방탈출 게임,게임,1,1000,19,4.2
V049771,2026-09-18 14:50:00,14:00,떡볶이 가게,음식,1,0,10,4.8
V049772,2026-09-18 11:19:00,11:00,방탈출 게임,게임,2,0,10,4.8
V049773,2026-09-18 13:37:00,13:00,슬러시 카페,음식,2,2000,5,5.0
V049774,2026-09-18 13:20:00,13:00,방탈출 게임,게임,2,1000,16,4.4
V049775,2026-09-18 14:54:00,14:00,떡볶이 가게,음식,3,3000,5,4.9
V049776,2026-09-18 13:33:00,13:00,캘리그라피 체험,체험,2,1500,7,4.5
V049777,2026-09-18 15:49:00,15:00,캘리그라피 체험,체험,2,1500,0,5.0
V049778,2026-09-18 13:43:00,13:00,떡볶이 가게,음식,3,3000,10,4.7
V049779,2026-09-18 13:30:00,13:00,사진 부스,체험,1,0,7,5.0
V049780,2026-09-18 10:28:00,10:00,사진 부스,체험,2,2000,2,4.8
V049781,2026-09-18 13:27:00,13:00,캘리그라피 체험,체험,2,0,3,5.0
V049782,2026-09-18 15:46:00,15:00,방탈출 게임,게임,3,0,14,4.8
V049783,2026-09-18 13:44:00,13:00,슬러시 카페,음식,2,2000,7,4.7
V049784,2026-09-18 15:59:00,15:00,방탈출 게임,게임,3,1000,14,4.4
V049785,2026-09-18 13:07:00,13:00,방탈출 게임,게임,3,1000,18,3.6
V049786,2026-09-18 12:50:00,12:00,사진 부스,체험,2,2000,4,4.6
V049787,2026-09-18 14:40:00,14:00,방탈출 게임,게임,1,1000,11,4.7
V049788,2026-09-18 15:10:00,15:00,사진 부스,체험,1,0,11,4.1
V049789,2026-09-18 16:12:00,16:00,캘리그라피 체험,체험,3,1500,7,5.0
V049790,2026-09-18 12:22:00,12:00,방탈출 게임,게임,2,1000,13,4.0
V049791,2026-09-18 13:30:00,13:00,방탈출 게임,게임,1,0,19,4.1
V049792,2026-09-18 12:40:00,12:00,캘리그라피 체험,체험,3,0,3,4.8
V049793,2026-09-18 10:57:00,10:00,슬러시 카페,음식,3,2000,0,5.0
V049794,2026-09-18 12:51:00,12:00,떡볶이 가게,음식,1,3000,11,4.6
V049795,2026-09-18 14:52:00,14:00,슬러시 카페,음식,3,2000,4,5.0
V049796,2026-09-18 16:10:00,16:00,방탈출 게임,게임,1,1000,11,4.0
V049797,2026-09-18 16:03:00,16:00,떡볶이 가게,음식,1,3000,4,4.5
V049798,2026-09-18 13:04:00,13:00,다트 챌린지,게임,3,0,7,4.9
V049799,2026-09-18 15:02:00,15:00,사진 부스,체험,1,0,5,4.9
V049800,2026-09-18 12:24:00,12:00,다트 챌린지,게임,3,0,6,5.0
V049801,2026-09-18 16:41:00,16:00,사진 부스,체험,3,0,4,4.6
V049802,2026-09-18 10:08:00,10:00,사진 부스,체험,1,2000,5,4.5
V049803,2026-09-18 13:23:00,13:00,떡볶이 가게,음식,2,3000,7,4.7
V049804,2026-09-18 10:36:00,10:00,캘리그라피 체험,체험,3,0,6,4.7
V049805,2026-09-18 12:26:00,12:00,떡볶이 가게,음식,3,3000,10,4.3
V049806,2026-09-18 12:11:00,12:00,슬러시 카페,음식,2,2000,2,4.9
V049807,2026-09-18 12:51:00,12:00,방탈출 게임,게임,2,0,15,4.2
V049808,2026-09-18 14:08:00,14:00,사진 부스,체험,3,2000,8,4.5
V049809,2026-09-18 15:22:00,15:00,슬러시 카페,음식,1,2000,0,5.0
V049810,2026-09-18 14:55:00,14:00,사진 부스,체험,3,2000,10,4.3
V049811,2026-09-18 16:23:00,16:00,떡볶이 가게,음식,3,3000,6,4.7
V049812,2026-09-18 10:10:00,10:00,방탈출 게임,게임,3,1000,10,4.4
V049813,2026-09-18 14:43:00,14:00,다트 챌린지,게임,1,0,4,4.9
V049814,2026-09-18 16:42:00,16:00,사진 부스,체험,2,2000,9,4.3
V049815,2026-09-18 15:48:00,15:00,캘리그라피 체험,체험,3,1500,3,4.7
V049816,2026-09-18 12:11:00,12:00,다트 챌린지,게임,1,1000,5,5.0
V049817,2026-09-18 14:16:00,14:00,사진 부스,체험,2,2000,10,4.1
V049818,2026-09-18 13:36:00,13:00,사진 부스,체험,3,2000,8,4.6
V049819,2026-09-18 16:08:00,16:00,떡볶이 가게,음식,3,3000,4,4.5
V049820,2026-09-18 14:42:00,14:00,슬러시 카페,음식,1,0,7,4.5
V049821,2026-09-18 15:53:00,15:00,떡볶이 가게,음식,2,3000,7,4.5
V049822,2026-09-18 11:10:00,11:00,슬러시 카페,음식,2,2000,5,4.4
V049823,2026-09-18 12:39:00,12:00,슬러시 카페,음식,1,2000,6,4.6
V049824,2026-09-18 14:58:00,14:00,다트 챌린지,게임,1,1000,8,4.7
V049825,2026-09-18 14:37:00,14:00,떡볶이 가게,음식,2,3000,10,3.9
V049826,2026-09-18 11:13:00,11:00,사진 부스,체험,1,2000,2,4.6
V049827,2026-09-18 16:19:00,16:00,다트 챌린지,게임,2,1000,8,4.8
V049828,2026-09-18 14:59:00,14:00,방탈출 게임,게임,2,1000,15,3.9
V049829,2026-09-18 13:28:00,13:00,슬러시 카페,음식,3,2000,8,4.7
V049830,2026-09-18 14:48:00,14:00,슬러시 카페,음식,3,2000,7,4.4
V049831,2026-09-18 14:05:00,14:00,사진 부스,체험,1,2000,8,4.7
V049832,2026-09-18 13:31:00,13:00,다트 챌린지,게임,3,0,9,4.1
V049833,2026-09-18 11:39:00,11:00,캘리그라피 체험,체험,1,0,0,5.0
V049834,2026-09-18 15:01:00,15:00,캘리그라피 체험,체험,1,1500,3,5.0
V049835,2026-09-18 11:26:00,11:00,방탈출 게임,게임,3,1000,8,4.3
V049836,2026-09-18 11:44:00,11:00,떡볶이 가게,음식,2,3000,1,5.0
V049837,2026-09-18 15:25:00,15:00,사진 부스,체험,1,2000,7,5.0
V049838,2026-09-18 13:02:00,13:00,캘리그라피 체험,체험,2,0,5,4.7
V049839,2026-09-18 13:06:00,13:00,떡볶이 가게,음식,1,3000,11,4.0
V049840,2026-09-18 16:27:00,16:00,방탈출 게임,게임,3,0,9,4.9
V049841,2026-09-18 15:29:00,15:00,다트 챌린지,게임,3,1000,4,5.0
V049842,2026-09-18 12:19:00,12:00,떡볶이 가게,음식,2,3000,8,4.7
V049843,2026-09-18 11:33:00,11:00,떡볶이 가게,음식,3,3000,6,4.6
V049844,2026-09-18 12:40:00,12:00,슬러시 카페,음식,2,2000,7,4.5
V049845,2026-09-18 16:27:00,16:00,슬러시 카페,음식,1,2000,5,4.4
V049846,2026-09-18 15:50:00,15:00,사진 부스,체험,2,2000,8,4.6
V049847,2026-09-18 13:30:00,13:00,사진 부스,체험,1,2000,11,4.6
V049848,2026-09-18 14:52:00,14:00,다트 챌린지,게임,2,1000,3,5.0
V049849,2026-09-18 15:03:00,15:00,떡볶이 가게,음식,2,3000,10,4.4
V049850,2026-09-18 16:44:00,16:00,떡볶이 가게,음식,3,3000,1,5.0
V049851,2026-09-18 10:14:00,10:00,슬러시 카페,음식,1,2000,4,4.8
V049852,2026-09-18 16:49:00,16:00,다트 챌린지,게임,3,0,0,4.8
V049853,2026-09-18 16:39:00,16:00,방탈출 게임,게임,2,1000,4,4.7
V049854,2026-09-18 14:10:00,14:00,방탈출 게임,게임,1,1000,15,3.9
V049855,2026-09-18 13:17:00,13:00,방탈출 게임,게임,2,1000,17,3.8
V049856,2026-09-18 12:06:00,12:00,떡볶이 가게,음식,2,3000,6,4.2
V049857,2026-09-18 16:44:00,16:00,캘리그라피 체험,체험,3,1500,7,4.8
V049858,2026-09-18 14:33:00,14:00,방탈출 게임,게임,2,1000,14,4.3
V049859,2026-09-18 13:13:00,13:00,사진 부스,체험,3,2000,11,4.1
V049860,2026-09-18 13:00:00,13:00,사진 부스,체험,3,2000,9,5.0
V049861,2026-09-18 16:52:00,16:00,다트 챌린지,게임,3,1000,7,4.4
V049862,2026-09-18 14:28:00,14:00,다트 챌린지,게임,2,1000,1,4.7
V049863,2026-09-18 11:22:00,11:00,캘리그라피 체험,체험,2,1500,1,4.7
V049864,2026-09-18 13:36:00,13:00,떡볶이 가게,음식,1,3000,14,4.2
V049865,2026-09-18 16:42:00,16:00,캘리그라피 체험,체험,1,1500,2,5.0
V049866,2026-09-18 14:40:00,14:00,방탈출 게임,게임,1,1000,15,4.1
V049867,2026-09-18 15:14:00,15:00,슬러시 카페,음식,2,2000,5,4.8
V049868,2026-09-18 15:13:00,15:00,방탈출 게임,게임,1,1000,17,3.5
V049869,2026-09-18 13:48:00,13:00,방탈출 게임,게임,2,1000,20,4.0
V049870,2026-09-18 13:26:00,13:00,캘리그라피 체험,체험,3,0,6,4.5
V049871,2026-09-18 13:24:00,13:00,방탈출 게임,게임,2,1000,17,3.5
V049872,2026-09-18 16:35:00,16:00,떡볶이 가게,음식,3,3000,5,4.5
V049873,2026-09-18 16:54:00,16:00,떡볶이 가게,음식,2,3000,7,4.3
V049874,2026-09-18 12:57:00,12:00,캘리그라피 체험,체험,1,1500,5,5.0
V049875,2026-09-18 12:44:00,12:00,캘리그라피 체험,체험,2,1500,5,4.3
V049876,2026-09-18 15:27:00,15:00,방탈출 게임,게임,3,0,12,4.4
V049877,2026-09-18 15:35:00,15:00,방탈출 게임,게임,2,1000,16,3.9
V049878,2026-09-18 14:34:00,14:00,떡볶이 가게,음식,2,3000,11,4.5
V049879,2026-09-18 13:40:00,13:00,다트 챌린지,게임,2,1000,6,4.7
V049880,2026-09-18 13:08:00,13:00,방탈출 게임,게임,3,1000,17,4.6
V049881,2026-09-18 13:09:00,13:00,떡볶이 가게,음식,1,3000,12,4.3
V049882,2026-09-18 12:47:00,12:00,방탈출 게임,게임,2,1000,16,4.0
V049883,2026-09-18 10:44:00,10:00,방탈출 게임,게임,1,1000,9,4.2
V049884,2026-09-18 14:04:00,14:00,떡볶이 가게,음식,1,3000,11,4.4
V049885,2026-09-18 13:49:00,13:00,캘리그라피 체험,체험,2,1500,4,4.4
V049886,2026-09-18 16:33:00,16:00,다트 챌린지,게임,2,1000,5,4.9
V049887,2026-09-18 15:23:00,15:00,다트 챌린지,게임,3,1000,6,4.9
V049888,2026-09-18 13:32:00,13:00,방탈출 게임,게임,3,1000,17,4.4
V049889,2026-09-18 15:23:00,15:00,다트 챌린지,게임,2,1000,2,4.7
V049890,2026-09-18 13:16:00,13:00,방탈출 게임,게임,2,1000,16,4.0
V049891,2026-09-18 13:39:00,13:00,떡볶이 가게,음식,2,0,10,4.1
V049892,2026-09-18 15:13:00,15:00,사진 부스,체험,1,2000,7,4.2
V049893,2026-09-18 14:44:00,14:00,사진 부스,체험,3,2000,9,4.8
V049894,2026-09-18 14:06:00,14:00,떡볶이 가게,음식,2,3000,10,4.6
V049895,2026-09-18 13:19:00,13:00,떡볶이 가게,음식,2,3000,12,4.9
V049896,2026-09-18 16:27:00,16:00,캘리그라피 체험,체험,2,1500,5,4.6
V049897,2026-09-18 15:22:00,15:00,다트 챌린지,게임,1,0,2,4.4
V049898,2026-09-18 12:01:00,12:00,방탈출 게임,게임,3,1000,19,4.1
V049899,2026-09-18 12:47:00,12:00,방탈출 게임,게임,1,1000,16,4.8
V049900,2026-09-18 12:07:00,12:00,떡볶이 가게,음식,3,3000,8,4.2
V049901,2026-09-18 15:41:00,15:00,캘리그라피 체험,체험,3,1500,0,5.0
V049902,2026-09-18 14:01:00,14:00,떡볶이 가게,음식,3,3000,13,4.3
V049903,2026-09-18 14:27:00,14:00,다트 챌린지,게임,2,1000,3,5.0
V049904,2026-09-18 16:05:00,16:00,다트 챌린지,게임,1,1000,4,5.0
V049905,2026-09-18 12:02:00,12:00,다트 챌린지,게임,3,0,5,4.6
V049906,2026-09-18 12:15:00,12:00,사진 부스,체험,1,0,6,4.8
V049907,2026-09-18 13:48:00,13:00,떡볶이 가게,음식,3,3000,11,4.1
V049908,2026-09-18 14:24:00,14:00,슬러시 카페,음식,1,2000,6,4.6
V049909,2026-09-18 13:19:00,13:00,방탈출 게임,게임,1,1000,14,4.4
V049910,2026-09-18 12:27:00,12:00,방탈출 게임,게임,1,1000,17,4.2
V049911,2026-09-18 12:39:00,12:00,방탈출 게임,게임,1,0,14,4.2
V049912,2026-09-18 12:25:00,12:00,다트 챌린지,게임,2,1000,4,4.8
V049913,2026-09-18 13:44:00,13:00,방탈출 게임,게임,2,1000,23,3.1
V049914,2026-09-18 11:25:00,11:00,다트 챌린지,게임,1,1000,4,4.7
V049915,2026-09-18 13:34:00,13:00,떡볶이 가게,음식,3,3000,13,4.1
V049916,2026-09-18 13:14:00,13:00,슬러시 카페,음식,2,2000,9,4.7
V049917,2026-09-18 12:14:00,12:00,슬러시 카페,음식,2,0,7,4.5
V049918,2026-09-18 11:46:00,11:00,떡볶이 가게,음식,1,0,4,4.8
V049919,2026-09-18 15:39:00,15:00,방탈출 게임,게임,2,0,11,5.0
V049920,2026-09-18 14:02:00,14:00,떡볶이 가게,음식,1,3000,4,4.7
V049921,2026-09-18 14:19:00,14:00,방탈출 게임,게임,3,1000,18,3.8
V049922,2026-09-18 14:56:00,14:00,방탈출 게임,게임,3,1000,15,4.0
V049923,2026-09-18 15:28:00,15:00,사진 부스,체험,1,2000,2,5.0
V049924,2026-09-18 15:42:00,15:00,캘리그라피 체험,체험,2,1500,5,5.0
V049925,2026-09-18 14:51:00,14:00,떡볶이 가게,음식,2,3000,13,4.7
V049926,2026-09-18 15:02:00,15:00,떡볶이 가게,음식,2,3000,7,4.6
V049927,2026-09-18 10:59:00,10:00,방탈출 게임,게임,2,0,9,4.6
V049928,2026-09-18 14:34:00,14:00,캘리그라피 체험,체험,2,1500,3,4.8
V049929,2026-09-18 12:56:00,12:00,떡볶이 가게,음식,2,0,14,4.4
V049930,2026-09-18 15:29:00,15:00,떡볶이 가게,음식,1,3000,7,4.9
V049931,2026-09-18 14:40:00,14:00,사진 부스,체험,2,0,9,4.8
V049932,2026-09-18 12:29:00,12:00,캘리그라피 체험,체험,1,0,6,4.9
V049933,2026-09-18 12:57:00,12:00,다트 챌린지,게임,1,1000,7,4.5
V049934,2026-09-18 15:33:00,15:00,슬러시 카페,음식,1,0,6,4.7
V049935,2026-09-18 13:41:00,13:00,떡볶이 가게,음식,3,0,13,4.6
V049936,2026-09-18 14:37:00,14:00,떡볶이 가게,음식,1,3000,10,4.7
V049937,2026-09-18 12:24:00,12:00,떡볶이 가게,음식,2,3000,10,4.7
V049938,2026-09-18 12:06:00,12:00,사진 부스,체험,2,2000,7,5.0
V049939,2026-09-18 13:00:00,13:00,캘리그라피 체험,체험,2,1500,3,4.5
V049940,2026-09-18 12:29:00,12:00,슬러시 카페,음식,2,2000,7,5.0
V049941,2026-09-18 15:22:00,15:00,슬러시 카페,음식,1,2000,4,4.6
V049942,2026-09-18 10:36:00,10:00,떡볶이 가게,음식,3,3000,8,4.5
V049943,2026-09-18 12:36:00,12:00,캘리그라피 체험,체험,1,0,3,5.0
V049944,2026-09-18 12:09:00,12:00,사진 부스,체험,1,2000,3,4.3
V049945,2026-09-18 14:10:00,14:00,떡볶이 가게,음식,3,0,10,4.9
V049946,2026-09-18 10:04:00,10:00,떡볶이 가게,음식,1,0,7,4.1
V049947,2026-09-18 13:00:00,13:00,슬러시 카페,음식,2,2000,8,4.3
V049948,2026-09-18 12:44:00,12:00,떡볶이 가게,음식,3,3000,7,4.4
V049949,2026-09-18 13:08:00,13:00,캘리그라피 체험,체험,3,1500,8,4.4
V049950,2026-09-18 16:03:00,16:00,떡볶이 가게,음식,3,3000,8,4.6
V049951,2026-09-18 10:42:00,10:00,사진 부스,체험,1,2000,0,5.0
